"urlDrugName","rating","effectiveness","sideEffects","condition","benefitsReview","sideEffectsReview","sideEffectsNumber","effectivenessNumber","weightedRating","ratingLabel","sideEffectsInverse","benefits_preprocesado","effects_preprocesado"
"doryx",6,"Moderately Effective","Mild Side Effects","acne","Doryx taken to eliminate bateria that causes acne","stomach discomfort if taken on an empty stomach





Differin - drying and mild irritation",2,3,6,1,4,"doryx taken elimin bateria caus acn","stomach discomfort taken empti stomach differin dri mild irrit"
"fosamax",1,"Ineffective","Severe Side Effects","early onset osteoporosis","I was led to believe my bone density would improve with this drug and it would only need to be administered once a week.","After two months, leg pain and weakness throughout body.  I was an avid camper and hiker, and I lost a considerable amount of endurance and strength in my whole body.  Leg pain woke me up several times during the night.  The leg pain was not like cramping, but more like general dull aching, only sometimes severe.  By the third month I could not lie on my side (one side was worse than the other), because the pain was so intense.  I felt it resonating from my hip joint and going down my legs. When I awoke in the morning, my usual sprint to the bathroom was replaced by tiny hobbling steps; I was extremely weak in the morning.",4,1,2,0,2,"led believ bone densiti improv drug need administ week","two month leg pain weak throughout bodi avid camper hiker lost consider amount endur strength whole bodi leg pain woke sever time night leg pain like cramp like general dull ach sometim sever third month lie side one side wors pain intens felt reson hip joint go leg awok morn usual sprint bathroom replac tini hobbl step extrem weak morn"
"ventolin-hfa",10,"Highly Effective","No Side Effects","asthma","I have had asthma for years and take albuterol.  I heard about this new inhaler from a physician at work. He stated that it was a more pure form of the drug.  At the time he stated it was expensive to get. At the same time we were finding out that albuterol was being discontinued.  The replacement had a horrible taste to it. My son who has severe asthma was even refusing to take the new inhalor. I asked my physician for it specifically at my next visit. He did not hesitate to provide me the prescription.  My insurance company doesn't pay much of anything so I worried they would not cover it and they did.  I was very happy that it worked so well with no funny taste.","none",1,5,10,1,5,"asthma year take albuterol heard new inhal physician work state pure form drug time state expens get time find albuterol discontinu replac horribl tast son sever asthma even refus take new inhalor ask physician specif next visit hesit provid prescript insur compani doesnt pay much anyth worri cover happi work well funni tast","none"
"topamax",1,"Considerably Effective","Extremely Severe Side Effects","severe headaches","they helped to reduce headaches that I had been sufferein over a period of over 2 years","I noticed, after only a couple of weeks that my anxiety and depression had to an almost unbearable level, I looked at the tablets side effects and realised that they must be the contributing factor as my condition had remained stable for a few years, before i started taking them.  the side effects still remain, months after stopping the medication.",5,4,6,0,1,"help reduc headach sufferein period 2 year","notic coupl week anxieti depress almost unbear level look tablet side effect realis must contribut factor condit remain stabl year start take side effect still remain month stop medic"
"prilosec",4,"Moderately Effective","No Side Effects","gerd","It somewhat relieved my heartburn for a few days.","No side effects.",1,3,8,0,5,"somewhat reliev heartburn day","side effect"
"neurontin",3,"Marginally Effective","Extremely Severe Side Effects","neuropathic pain from botched surgery","To start with a numbness to the pain then my life was turned upside down.","My side effects were at times to many to know which ones were and are creating the most distress. I don't sleep a regular sleep, moody, depressed at times,unable to make clear decisions, dowse, memory terrible, tremor's, suppressed appetite,dry mouth, swollen legs and face, I have fevers so high I wake up saturated then in an instant all my extremities can become so cold. I feel irregular heart beat. Many times felt the rage and didn't even know where it came from let alone what my potentials were, I felt as though I was going insane, suicidal thoughts at times for two reasons. I was out of control on the meds and I felt as though my children would be better off without me. I don't handles stressful situations well.",5,2,4,0,1,"start numb pain life turn upsid","side effect time mani know one creat distress dont sleep regular sleep moodi depress timesun make clear decis dows memori terribl tremor suppress appetitedri mouth swollen leg face fever high wake satur instant extrem can becom cold feel irregular heart beat mani time felt rage didnt even know came let alon potenti felt though go insan suicid thought time two reason control med felt though children better without dont handl stress situat well"
"nasacort",9,"Highly Effective","No Side Effects","perenniel rhinitis","eliminates stuffiness.  best when applied after one dosage of over the counter (afrin ) or similar.","when applied more than once daily i experience sneezing and running nose...",1,5,10,1,5,"elimin stuffi best appli one dosag counter afrin similar","appli daili experi sneez run nose"
"erythra-derm",10,"Highly Effective","No Side Effects","acne","Acne healed quickly with no other adverse reactions to the drug.","Skin becomes more sensitive to sun - be sure to use sun block.


Bitter tasting - if someone kisses your face they can taste it.",1,5,10,1,5,"acn heal quick advers reaction drug","skin becom sensit sun sure use sun block bitter tast someon kiss face can tast"
"bisoprolol",10,"Highly Effective","No Side Effects","palpitations","Immediately controled palpitations associated with mild to moderate mitral valve regurtitation","none",1,5,10,1,5,"immedi control palpit associ mild moder mitral valv regurtit","none"
"tri-luma",4,"Ineffective","Mild Side Effects","hyperpigmentation all over face","it gave a little respons but once we stop applying the spots appear again so it is frustating to keep on applying.it is not a cure but just a satisfaction.","dry skin,redness of skin, very sensitive skin.",2,1,4,0,4,"gave littl respon stop appli spot appear frustat keep applyingit cure just satisfact","dri skinred skin sensit skin"
"doryx",1,"Ineffective","Moderate Side Effects","acne","None!","Hair loss! More Acne!",3,1,4,0,3,"none","hair loss acn"
"accutane",8,"Highly Effective","Moderate Side Effects","acne","When taking the Accutane I noticed a decrease in the amount of acne I had on my face over the course of the treatment.","My skin peeled greatly, praticularly around my lips and ears. I did use lotion in large amounts to combat this so it wasn't too much of a problem. I also had to stay out of the sun to avoid serious burning during the use of the drug.",3,5,8,1,3,"take accutan notic decreas amount acn face cours treatment","skin peel great praticular around lip ear use lotion larg amount combat wasnt much problem also stay sun avoid serious burn use drug"
"lamictal",10,"Highly Effective","No Side Effects","bipolar depression","The combination of Lamictal and Effexor eliminated severe mood swings betweens hypomania and depression, and made my depression manageable.","Possibly minor sexual side effects: more difficult to reach organism.",1,5,10,1,5,"combin lamict effexor elimin sever mood swing between hypomania depress made depress manag","possibl minor sexual side effect difficult reach organ"
"seasonique",1,"Ineffective","Extremely Severe Side Effects","birth control","I was excited to have only 4 periods per year, but I never got that far, as I quit taking it after six days because of severe depression, crankiness, fatigue, uncontrollable hunger  water retention and weight gain.","Severe depression, crankiness, fatigue, hunger/cravings,  water retention, weight gain - 3 lbs in one week!!!  I am very active, work out - resistance training and cardio.  The hunger and the weight gain and water retention did NOT work with my lifestyle.",5,1,2,0,1,"excit 4 period per year never got far quit take six day sever depress cranki fatigu uncontrol hunger water retent weight gain","sever depress cranki fatigu hungercrav water retent weight gain 3 lbs one week activ work resist train cardio hunger weight gain water retent work lifestyl"
"differin",6,"Marginally Effective","No Side Effects","acne","will see with time photo damage reduction.  Sun exposure ++ growing up in South Africa so fine lines and facial scar due to dog bite.  I have some medical training so am interested to see if any skin improvement","none so far",1,2,6,1,5,"will see time photo damag reduct sun exposur grow south africa fine line facial scar due dog bite medic train interest see skin improv","none far"
"diazepam",3,"Marginally Effective","Moderate Side Effects","depression","I found that I actually felt worse rather than better, the only benefit was that with  imovane I could sleep at night which I couldn't do earlier. I never really felt rested though. I am not sure if the combination of these 3 drugs caused my anxiety to become worse. Venlafaxine was supposed to help my depression but I found it totally ineffective. I am wondering if I get a higher dose will it help but I am afraid it might make it worse . WOuld love to go off all of these medicines as I feel the side effects are worse than the depression","No energy, increase in anxiety and depression",3,2,4,0,3,"found actual felt wors rather better benefit imovan sleep night couldnt earlier never realli felt rest though sure combin 3 drug caus anxieti becom wors venlafaxin suppos help depress found total ineffect wonder get higher dose will help afraid might make wors love go medicin feel side effect wors depress","energi increas anxieti depress"
"imitrex",10,"Highly Effective","No Side Effects","migraine","I had my first migraine at age 10 and suffered for almost 60 years. Then Imitrex--a miracle!  Imitrex, finally, gave me my life back. As I get older and am now retired (72) and have less stress, I use the stat dose once or never during the year. The 50mg tablet usually returns me to normal within an hour. A ""generic"" has become available but is less Imitrex and more Naprosin, an anti-inflammatory,  which is cheaper for the manufacturer but not good long-term for the patient. My doctor is keeping me on the brand name. However, Humana has dropped Imitrex coverage, not wanting to pay the high cost, which never gets lower as the manufacturer won't release the patent.  Now I'm worried, having to pay the entire cost myself, which is impossible.  It's a horrible dilemma.  I can't pay for it and they won't.  What now?","I have had no side effect at all, and I have been taking Imitrex since it came on the market.",1,5,10,1,5,"first migrain age 10 suffer almost 60 year imitrexa miracl imitrex final gave life back get older now retir 72 less stress use stat dose never year 50mg tablet usual return normal within hour generic becom avail less imitrex naprosin antiinflammatori cheaper manufactur good longterm patient doctor keep brand name howev humana drop imitrex coverag want pay high cost never get lower manufactur wont releas patent now im worri pay entir cost imposs horribl dilemma cant pay wont now","side effect take imitrex sinc came market"
"diclofenac",7,"Considerably Effective","Mild Side Effects","illiotibital tibital syndrom","I had swelling and pain in my knee from itbs and in my ankle from tendenitis and it took down the swelling","I had gas after about 6 hours of taking it",2,4,8,1,4,"swell pain knee itb ankl tenden took swell","gas 6 hour take"
"nuvaring",1,"Highly Effective","Extremely Severe Side Effects","birth control","Did not get pregnant, regular periods.","Unbeleivable mood swings, 360 degree different in mood. Made me extremely irratable and angry all the time. Little things would make me exploid in anger, made my mood very negative.  This is very abnormal, I'm usually very happy and positive but people around me began to notice how negatively this affected my day to day outlook.",5,5,8,0,1,"get pregnant regular period","unbeleiv mood swing 360 degre differ mood made extrem irrat angri time littl thing make exploid anger made mood negat abnorm im usual happi posit peopl around began notic negat affect day day outlook"
"retin-a",2,"Marginally Effective","Mild Side Effects","acne","Occasionally, acne would subside slightly.","Excessively dry skin and irritation",2,2,6,0,4,"occasion acn subsid slight","excess dri skin irrit"
"asacol",7,"Highly Effective","No Side Effects","ulcerative cholitis","I have found the product to be the only thing to work for autoimune Ulcerative Cholitis.    I was diagnosed with UC at age 43 after extensive testing.   Tried several other products and supplements to keep UC in remission but none have been effective.  The price is very expensive and is out of the reach of those without insurance cost is in the price range of $900 per months.   The company that makes the drug does offer programs for the non insured to receive at very substantial discounts or at no cost","I have had none of the reported side effects from the product.   Bowels move at regualar intervals and with regular formed stool.   There has been no swelling or any other symptoms associated with steroid use.  The only down side is the medication must be taken daily.  Miss a day or two and the bowel will become bloated and distended.  Other then that and the price no issue with medication",1,5,10,1,5,"found product thing work autoimun ulcer choliti diagnos uc age 43 extens test tri sever product supplement keep uc remiss none effect price expens reach without insur cost price rang 900 per month compani make drug offer program non insur receiv substanti discount cost","none report side effect product bowel move regualar interv regular form stool swell symptom associ steroid use side medic must taken daili miss day two bowel will becom bloat distend price issu medic"
"effexor",8,"Highly Effective","Moderate Side Effects","depression and anxiety","I noticed an improvement in my thinking within 3 days.  I began to think more positive and objective.  I also began to sleep much better, to much for quite a while.  After a couple weeks, I was not nearly as depressed and it kept getting better.","Some constipation, little to no sex drive",3,5,8,1,3,"notic improv think within 3 day began think posit object also began sleep much better much quit coupl week near depress kept get better","constip littl sex drive"
"minocycline",6,"Moderately Effective","Moderate Side Effects","acne","The Sulfer drug helped reduce abdominal inflammation and reduced pain felt with Crohn's flare ups.","No side effects were noted.",3,3,6,1,3,"sulfer drug help reduc abdomin inflamm reduc pain felt crohn flare up","side effect note"
"spironolactone",9,"Highly Effective","Mild Side Effects","acne","I am 28 and had acne like a 16 year old the day before the prom. It was horrible and embarrassing. This was an experiment. We had no idea if it would even work. We started at 50mg twice daily and then went to the 100mg when there were no results. My face is flawless now. I am also sleeping better which I don't think is a coincidence.","Dry skin, intolerance to alcohol, frequent urination.",2,5,10,1,4,"28 acn like 16 year old day prom horribl embarrass experi idea even work start 50mg twice daili went 100mg result face flawless now also sleep better dont think coincid","dri skin intoler alcohol frequent urin"
"lexapro",7,"Considerably Effective","Moderate Side Effects","anxiety, depression","Patient was in second year of law school when began taking Lexapro; anxiety lessened as did depression, however didn't improve motivation to study.","Though didn't realize it, till two years later, though was mentioned to patient that he'd gained a lot of weight, which he attributed to weight lifting at gym, he gained thirty pounds. Was a slim, 6 foot 2, 160 pounds when began taking the drug.",3,4,8,1,3,"patient second year law school began take lexapro anxieti lessen depress howev didnt improv motiv studi","though didnt realiz till two year later though mention patient hed gain lot weight attribut weight lift gym gain thirti pound slim 6 foot 2 160 pound began take drug"
"sarafem",4,"Marginally Effective","Moderate Side Effects","depression","It kept me at a low-functioning level (work and occassional activities), which was an improvement for me.  It kept me functioning due to decreased depression.  I had taken it for a few years on and off before finally switching to another drug two days ago due to the drug becomming no longer effective.  When I was younger and the drug was new to me it was much more effective.","Reduced libido


Stopped working after several years, even after dosage increases",3,2,4,0,3,"kept lowfunct level work occassion activ improv kept function due decreas depress taken year final switch anoth drug two day ago due drug becom longer effect younger drug new much effect","reduc libido stop work sever year even dosag increas"
"nuvigil",10,"Highly Effective","No Side Effects","originally sleep apnea","Benefits were I was able to stay awake during the day. And now that I have esophageal cancer I strongly believe Nuvigil is a big help with the side effects of chemoradiation treatments.","I haven't seen any side effects yet.",1,5,10,1,5,"benefit abl stay awak day now esophag cancer strong believ nuvigil big help side effect chemoradi treatment","havent seen side effect yet"
"lamotrigine",2,"Moderately Effective","Extremely Severe Side Effects","depression/anxiety","More mellow mood. Just taking Wellbutrin alone wasn't enough. I am a mild bipolar and needed something to balance out my moods. I have both depression and anxiety. And do not sleep well. That's why I was on Ambien, too.","RASH. ALL OVER TORSO. Burning, intense pain for days! Swollen tongue; couldn't eat. Lips puffed up twice their size. My doctor prescribed a 10-day series of steroids. The first night, I had to swallow eight steroid pills. The next morning, I had to wake up and swallow another six. Then another week of lessened doses. I have been removed from all of my drugs. Not fun. WARNING about lamotrigine: there is a slim chance of getting a horrific rash. I thought it was too slim for me, considering I'm very healthy. I was totally wrong.",5,3,4,0,1,"mellow mood just take wellbutrin alon wasnt enough mild bipolar need someth balanc mood depress anxieti sleep well that ambien","rash torso burn intens pain day swollen tongu couldnt eat lip puf twice size doctor prescrib 10day seri steroid first night swallow eight steroid pill next morn wake swallow anoth six anoth week lessen dose remov drug fun warn lamotrigin slim chanc get horrif rash thought slim consid im healthi total wrong"
"lamictal",3,"Moderately Effective","Severe Side Effects","bipolar depression","The drug was very effective at first at getting me out of depression.  However it lost effectiveness over time and the side effects became worse over time.","Hair loss, extreme sensitivity to MSG and glutamate food additives, mood changes, insomnia, and extreme difficulty when attempting to discontinue the drug.",4,3,6,0,2,"drug effect first get depress howev lost effect time side effect becam wors time","hair loss extrem sensit msg glutam food addit mood chang insomnia extrem difficulti attempt discontinu drug"
"tramadol",1,"Moderately Effective","Severe Side Effects","severe pain","Some reduction of pain","Became dependant on it as suffered severe movement disorder/restless legs coming off it, leading to depression and permant movement disorder long after other problems have settled.  This is now managed with other drugs, but a neurotherapist has indicated that the Tramadol caused a permanent dopamine imbalance in my brain.",4,3,6,0,2,"reduct pain","becam depend suffer sever movement disorderrestless leg come lead depress permant movement disord long problem settl now manag drug neurotherapist indic tramadol caus perman dopamin imbal brain"
"xanax",10,"Highly Effective","Mild Side Effects","panic attacks","I had severe anxiety attacks and once they would start it was very difficult to decrease their intensity.  My heart beat got as high as 160bpm on two occasions.  I found the .25mg Xanax pills to be very strong so I only would take 1/4 of a pill, which was enough to stop the attack or prevent one if I felt one coming on.","The only side effect I experienced with Xanax is sleepiness.  I decreased my dose to 1/4 a pill of a .25mg pill.  I still got sleepy but not as bad.",2,5,10,1,4,"sever anxieti attack start difficult decreas intens heart beat got high 160bpm two occas found 25mg xanax pill strong take 14 pill enough stop attack prevent one felt one come","side effect experienc xanax sleepi decreas dose 14 pill 25mg pill still got sleepi bad"
"metrogel",8,"Considerably Effective","No Side Effects","rosacea","Metrogel 1% significantly improved the redness on my cheeks, nose and chin within 3 weeks of use and reduced breakouts of papules due to rosacea triggers.  It was easy to use with no drug interactions.","My dermatologist prescribed metrogel for rosacea. I experienced mild stinging from the metrogel. This is a very mild side effect and would not deter me from using this medication.  The results far outweighed the mild side effect.",1,4,8,1,5,"metrogel 1 signific improv red cheek nose chin within 3 week use reduc breakout papul due rosacea trigger easi use drug interact","dermatologist prescrib metrogel rosacea experienc mild sting metrogel mild side effect deter use medic result far outweigh mild side effect"
"inderal",9,"Considerably Effective","No Side Effects","essential tremor","The tremor is most noticable in my hands, with fatigue my head also becomes tremulous. Inderal is the most effective medication I have taken to control the tremor. Benzodiazipines were tried early on and were ineffective.","I have not experienced any side effects from Inderal. At one time I was given a medication for another problem which had hypotension as a side effect. That drug and the blood pressure lowering effect of inderal caused a syncopal episode.",1,4,8,1,5,"tremor notic hand fatigu head also becom tremul inder effect medic taken control tremor benzodiazipin tri earli ineffect","experienc side effect inder one time given medic anoth problem hypotens side effect drug blood pressur lower effect inder caus syncop episod"
"plavix",7,"Highly Effective","Moderate Side Effects","strokes","Since starting the plavix and other meds, I have had no strokes.","Terrible bruising.  If I bump my fingers, the joints will swell.",3,5,8,1,3,"sinc start plavix med stroke","terribl bruis bump finger joint will swell"
"augmentin",1,"Ineffective","Severe Side Effects","ear infection","None/ had to many painful side effects.","Cranky, horrible diaper rash immediately following 2nd day of medicine, she couldn't sleep, they diaper rash and diarrhea came on very quickly and the diaper rash hurt her so bad it made her catch her breath if she moved a certain way. I have never seen such a bad diaper rash on either of my babies. I took her in on the 3rd day of treatment and had the medication changed and both of her rashes went away in two days. The rash on her body looked like round welts and they were very itchy. They spread very fast starting as a ring around her whole waist, around her chest and behind her ears. It was blistered.  It also looked like round mosquito bites the size of a dime on her arms and legs. They also lost their appetite.",4,1,2,0,2,"none mani pain side effect","cranki horribl diaper rash immedi follow 2nd day medicin couldnt sleep diaper rash diarrhea came quick diaper rash hurt bad made catch breath move certain way never seen bad diaper rash either babi took 3rd day treatment medic chang rash went away two day rash bodi look like round welt itchi spread fast start ring around whole waist around chest behind ear blister also look like round mosquito bite size dime arm leg also lost appetit"
"ultram",10,"Highly Effective","Mild Side Effects","rheumatoid arthritis","Practically pain-free. Durins a flare-up I sometimes take a 50 mm pill in order to get more short term relief as opposed to the extended release pill.","For me, very mild. Mild stomach upset that went away quickly, especially if I ate something when taking the medication.",2,5,10,1,4,"practic painfre durin flareup sometim take 50 mm pill order get short term relief oppos extend releas pill","mild mild stomach upset went away quick especi ate someth take medic"
"naproxen",3,"Ineffective","Moderate Side Effects","juvenile idiopathic arthritis","The treatment did not affect the level of joint pain that I experienced, nor did it improve joint stiffness. I cannot comment on it's effect on inflammation as my inflammation tends not to be visible anyway. <i This may be the reason that Naproxen did not benefit me</i","Caused nausea and stomach pain. The nausea would alleviate a couple of hours before the next dose was due, and start within an hour of the dose. It did not cause actual vomitting, but there were a few occasions on which I felt so nauseous I was convinced I would be sick at any moment.",3,1,4,0,3,"treatment affect level joint pain experienc improv joint stiff comment effect inflamm inflamm tend visibl anyway may reason naproxen benefit mei","caus nausea stomach pain nausea allevi coupl hour next dose due start within hour dose caus actual vomit occas felt nauseous convinc sick moment"
"metformin",8,"Considerably Effective","Mild Side Effects","none","Well... what can I say? During the treatment I mentioned a considerable pressure decrease, and for sure it was a notable blood sugar decrease. I would recommend this drug to evedybody with sugar diabetes type II.





Adherence to a diabetic diet is an important aspect of controlling elevated blood sugar in patients with diabetes. The American Diabetes Association (ADA) has provided guidelines for a diabetic diet. The ADA diet is a balanced, nutritious diet that is low in fat, cholesterol, and simple sugars. The total daily calories are evenly divided into three meals. In the past two years, the ADA has lifted the absolute ban on simple sugars. Small amounts of simple sugars are allowed when consumed with a complex meal. For more, please read the Diabetic Diet article.","none",2,4,8,1,4,"well can say treatment mention consider pressur decreas sure notabl blood sugar decreas recommend drug evedybodi sugar diabet type ii adher diabet diet import aspect control elev blood sugar patient diabet american diabet associ ada provid guidelin diabet diet ada diet balanc nutriti diet low fat cholesterol simpl sugar total daili calori even divid three meal past two year ada lift absolut ban simpl sugar small amount simpl sugar allow consum complex meal pleas read diabet diet articl","none"
"sulfasalazine",10,"Highly Effective","No Side Effects","ulcerative colitis","CLEARED UP ULCERATIVE COLITIS AND HAVE NOT HAD RELAPSE SINCE. I WAS DIAGNOSED WITH THIS ILLNESS WHEN I WAS 18. I LOATHED THE INVESTIGATIONS SO MUCH THAT I ONLY KEPT APPOINTMENTS TIL I WAS ABOUT 21. I STOPPED TAKING THE SALAZOPYRIN WHEN I WAS ABOUT 22. I HAD OCCASIONAL PROBLEMS BUT NOTHING THAT DIDN'T CLEAR ITSELF UP. I WENT ON TO HAVE 3 HEALTHY CHILDREN. HOWEVER IN 2001 THE PROB CAME BACK WITH A VENGEANCE AND I NEEDED SURGERY AND WAS VERY ILL - IT WOULD HAVE HELPED IF THE MEDICAL PROFESSION HAD TAKEN SOME INTEREST IN ME AND HADN'T SIMPLY TOLD MW I WAS TRESSED AND TO GO AWAY. PRIVATE CONSULTATIONS FINALLY MEANT THAT I WAS REFERRED TO A CONSULTATN AND HAD THE SURGERY","THE SURGERY MEANT I HAD NO MORE PAIN. AND IN FACT THE TABLETS ARE THE VERY OLD STYLE SULFASALZINE. THEY ARE NOT THE ENTERIC COATED ONES.I DO NOT NOTICE ANY SIDE EFFECTS APART FROM OCCASIONAL YELLOW STAINS. i AM CAREFUL NOT TO DRINK TOO MUCH AS THIS SEEMS TO BE A PROBLEM. ALSO IF MY LIVER HAS TO WORK HARD BECAUSE OF THE TABLETS, THEN THE LEAST I CAN DO IS NOT OVERSTRAIN IT. OTHERWISE THERE ARE NO SIDE EFFECTS AS FAR AS I CAN TELL. NEED LIVER FUNCTION BLOOD TESTS DONE


 REGULARLY IE ABOUT EVERY THREE MONTHS OR WHEN I REMEMBER. THEY HAVE ALL BEEN CLEAR TO DATE.",1,5,10,1,5,"clear ulcer coliti relaps sinc diagnos ill 18 loath investig much kept appoint til 21 stop take salazopyrin 22 occasion problem noth didnt clear went 3 healthi children howev 2001 prob came back vengeanc need surgeri ill help medic profess taken interest hadnt simpli told mw tress go away privat consult final meant refer consultatn surgeri","surgeri meant pain fact tablet old style sulfasalzin enter coat onesi notic side effect apart occasion yellow stain care drink much seem problem also liver work hard tablet least can overstrain otherwis side effect far can tell need liver function blood test done regular ie everi three month rememb clear date"
"protonix",1,"Ineffective","Extremely Severe Side Effects","gastrointestinal disorder","none","On the first occasion I took this drug, I experienced mild tingling and redness of my hands and feet and face. I became somewhat week and faint like . I did not, at the time tie these reactions to the medecation. When I took it on a seperate occasion I experienced extreme tingling, redness and diarea and had to be transported to the hospital where they treated me for toxic shock.  passed out",5,1,2,0,1,"none","first occas took drug experienc mild tingl red hand feet face becam somewhat week faint like time tie reaction medec took seper occas experienc extrem tingl red diarea transport hospit treat toxic shock pass"
"tamiflu",10,"Highly Effective","No Side Effects","family flu outbreak","My son came home from college with the flu. Student Health gave him a pack of Tamiflu and he felt better within 24 hours. When I started feeling sick 3 days later, I called my Dr and ask for Tamiflu. I felt almost back to norma lwithin 24 hours.","none",1,5,10,1,5,"son came home colleg flu student health gave pack tamiflu felt better within 24 hour start feel sick 3 day later call dr ask tamiflu felt almost back norma lwithin 24 hour","none"
"celebrex",1,"Considerably Effective","Extremely Severe Side Effects","arthritis pain","none noted- moderate pain relief of arthritis","a severe stroke on the 4th day- hemorrhage in the brain= this was an extremely active and fit person",5,4,6,0,1,"none note moder pain relief arthriti","sever stroke 4th day hemorrhag brain extrem activ fit person"
"yasmin",8,"Highly Effective","No Side Effects","birth control","easy prevention of pregnancy.","Not many - some mild bloating about a week before period, some moodiness.  I don't think this prescription is the best for any type of PMS symptoms, but since I don't really suffer from this, it was not a problem for me.",1,5,10,1,5,"easi prevent pregnanc","mani mild bloat week period moodi dont think prescript best type pms symptom sinc dont realli suffer problem"
"hyoscyamine",9,"Considerably Effective","No Side Effects","irritable bowel syndrome","This medicine improved irritable bowel symptoms of cramping and constipation. No diarrhea was present before or during course of medicine.","There were no side effects other than slight drowsiness with the first few doses.  After first few doses I didn't notice the drowsiness anymore.",1,4,8,1,5,"medicin improv irrit bowel symptom cramp constip diarrhea present cours medicin","side effect slight drowsi first dose first dose didnt notic drowsi anymor"
"sarafem",10,"Highly Effective","No Side Effects","depression","stabilized mood, allowed for clearer thinking, improved sleep pattern, felt less anxious, made world look bright again.","none -- no weight loss unfortunately",1,5,10,1,5,"stabil mood allow clearer think improv sleep pattern felt less anxious made world look bright","none weight loss unfortun"
"lexapro",6,"Marginally Effective","No Side Effects","depression","The treatment benefits were marginal at best.  Mood neither improved nor deteriorated, and anxiety was never significantly alleviated.  Unsurprisingly, recent research suggests that SSRIs are only effective in the most severe of cases.","On the plus side, I experienced no major side effects.  The possible effects can range from nausea to sexual dysfunction, but none were a problem.  However, it is possible to feel a sort of withdrawal.",1,2,6,1,5,"treatment benefit margin best mood neither improv deterior anxieti never signific allevi unsurpris recent research suggest ssris effect sever case","plus side experienc major side effect possibl effect can rang nausea sexual dysfunct none problem howev possibl feel sort withdraw"
"ortho-tri-cyclen",9,"Highly Effective","Mild Side Effects","contraceptive","Prevented pregnancy, helped clear mild skin breakouts, keeps the menstrual cycle on a specific schedule, can alter cycle by having doctor let you know how to change your intake pattern for the pills.","decreased libido, dryness, breast tenderness,",2,5,10,1,4,"prevent pregnanc help clear mild skin breakout keep menstrual cycl specif schedul can alter cycl doctor let know chang intak pattern pill","decreas libido dryness breast tender"
"accutane",6,"Highly Effective","Moderate Side Effects","acne","immediately stopped getting acne.","red skin, dry skin",3,5,8,1,3,"immedi stop get acn","red skin dri skin"
"propecia",9,"Highly Effective","Mild Side Effects","male pattern hair loss","The hair on the crown of the head significantly and visually filled in to the state it was 5 years earlier and has maintained this growth since.","It seems that it sometimes takes an extra moment or two to finish urinating to avoid dripping. Side effect is not noticable if the drug is taken before bed.",2,5,10,1,4,"hair crown head signific visual fill state 5 year earlier maintain growth sinc","seem sometim take extra moment two finish urin avoid drip side effect notic drug taken bed"
"flexeril",8,"Highly Effective","Severe Side Effects","sever muscle spasms lower back","It greatly reduced the pain in the lower back and upper thigh muscles.It reduced the amount of spasms I was having in my lower back. I could not function as well if I did not take it.","Increased heart rate. Headaches, feeling very out of it. affected my memory.I also had VERY bad nightmares. Upset my stomach after taking it for a month.",4,5,8,1,2,"great reduc pain lower back upper thigh musclesit reduc amount spasm lower back function well take","increas heart rate headach feel affect memoryi also bad nightmar upset stomach take month"
"tri-luma",5,"Moderately Effective","Moderate Side Effects","facial hyperpigmentation","less acne, brown spots somewhat faded","redness, dryness


cortisone-withdrawal rash


hyperpigmentation recurred quickly after discontinuation, seemed even worse",3,3,6,1,3,"less acn brown spot somewhat fade","red dryness cortisonewithdraw rash hyperpigment recur quick discontinu seem even wors"
"imitrex",5,"Highly Effective","Moderate Side Effects","migraine","Imitrex was the miracle drug for me at first. Suffered with migraines since the age of 7 and never got relief except through ER shot of stadol/phenergen starting at age 27. So when doc gave me imitrex shot the first time I thought I found my miracle. 


It does get rid of the pain completely. I have no complaint about that.


I used to only get migraines once or twice a month.","A bit tired feeling...sort of lathargic or weak feeling.


Here is the bad for me. Since taking imitrex, the frequency of migraines have increased. I got rebound from this drug everytime I use it. It'ts totally ridiculous to find a drug that gets rid of the pain but I cannot use it anymore due to it's effect on frequency. I've tried all the other triptans and only imitrex has worked for me but I can no longer take it.",3,5,8,1,3,"imitrex miracl drug first suffer migrain sinc age 7 never got relief except er shot stadolphenergen start age 27 doc gave imitrex shot first time thought found miracl get rid pain complet complaint use get migrain twice month","bit tire feelingsort latharg weak feel bad sinc take imitrex frequenc migrain increas got rebound drug everytim use itt total ridicul find drug get rid pain use anymor due effect frequenc ive tri triptan imitrex work can longer take"
"botox",8,"Highly Effective","Mild Side Effects","wrinkles, furrows","The furrows (lines above my eyes) on forehead disappered. They started reappearng after about three months. I looked younger. I also didnt look look like i was frowning all of the time.","The initital injection was very painful. I had a very bad headache for about two days after the treatment. Also after about a year of the treatments i started noticing lines on the sides of my forehead, which my doctor said was unrelated to the botox, but i know someone else who got them as well.",2,5,10,1,4,"furrow line eye forehead disapp start reappearng three month look younger also didnt look look like frown time","initit inject pain bad headach two day treatment also year treatment start notic line side forehead doctor said unrel botox know someon els got well"
"zomig",10,"Highly Effective","Mild Side Effects","migraine","allowed me to function rather than having to spend 2-3 days in bed","mild initial discomfort in the neck",2,5,10,1,4,"allow function rather spend 23 day bed","mild initi discomfort neck"
